Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
FIN,6321,5H2,,6,1,1,1,,,,,,,,1,,,,,"Lynch, Julie","Asmani, Divyesh S",,,,
FIN,6322,0W1,,25,4,3,12,1,2,,,,,,,,,,,"DeCourcy, George A",,,,,
FIN,6325,001,,6,1,3,2,2,,,,,,,,,,,,"Rivera Mesias, Alejandro","Dave, Vandit S",,,,
FIN,6350,001,,4,1,2,3,3,2,,,,,,,,,,,"Baranchuk, Nina","Liu, Jiabin",,,,
FIN,6352,501,,3,2,6,1,,,,,,,,1,,,,3,"Von Drathen, Christian","Parakh, Shraddha",,,,
FIN,6353,501,,9,7,2,1,4,1,3,,,,,3,,,,,"Baranchuk, Nina","Liu, Jiabin",,,,
FIN,6356,501,,6,2,3,2,2,,,,,,,,,,,,"Von Drathen, Christian",,,,,
FIN,6360,001,,13,4,,2,1,1,1,,,,,,,,,,"Kaur, Dupinderjeet","Sheth, Tanay",,,,
FIN,6360,0W1,,3,12,7,,1,,,,,,,,,,,,"Zhao, Feng",,,,,
FIN,6362,001,,13,16,3,,,,,,,,,1,,,,,"Haynes, Steven",,,,,
FIN,6392,0W1,,2,7,7,1,,,,,,,,,,,,2,"Zheng, Zhiqiang",,,,,
FIN,4V80,003,,,,,,,,,,,,,,15,,,,"Nishi, Hirofumi",,,,,
FIN,4V80,093,,,,,,,,,,,,,,26,,,,"Nishi, Hirofumi",,,,,
FIN,6V98,001,,,,,,,,,,,,,,,,,,"Reichert, Carolyn A",,,,,
FREN,1311,001,3,2,2,,,1,1,1,,,,,,,,,,"Bichara, Mary A",,,,,
FTEC,6302,F01,,8,8,,,,,,,,,,1,,,,1,"Gurun, Umit G",,,,,
FTEC,6310,F01,,4,6,5,3,,,1,,,,,,,,,1,"Scott, James",,,,,
FTEC,6313,F01,,9,2,,2,4,1,,,,,,,,,,,"Song, Liugen",,,,,
FTEC,6320,F01,,19,,,,,,,,,,,3,,,,1,"Zemoodeh, Amir",,,,,
FTEC,6V99,F01,,4,6,2,1,,,,,,,,1,,,,,"Haynes, Steven",,,,,
FTEC,6V99,F03,,,16,,,,,,,,,,1,,,,1,"Kieschnick, Robert L","Ma, Liping","Ayres, Jeffrey A",,,
GEOG,2302,001,,1,5,2,2,4,1,1,,2,,,2,,,,,"Cummings, Anthony R","Adeuga, Adewole M","Ahmed, Md. Nakir",,,
GEOG,2303,001,6,8,5,5,6,3,2,4,1,2,1,4,1,,,,,"Rahman, Muhammad","Davenport, Miranda J",,,,
GEOG,3357,001,6,5,5,6,1,3,,1,2,,,,,,,,1,"Tiefelsdorf, Michael R","Kim, Eunhee",,,,
GEOS,1103,101,1,3,,3,4,,1,1,,,,,,,,,,"Griffin, William R","Crowley, Clinton W",,,,
GEOS,1303,001,7,19,13,,5,1,,,1,,1,,,,,,,"Griffin, William R","Mesbah, Niloofar",,,,
GEOS,1303,002,3,3,4,1,7,3,3,4,3,1,,,2,,,,1,"Sickmann, Zachary","Mesbah, Niloofar",,,,
GEOS,1303,0W1,76,81,28,14,26,16,4,13,5,1,5,4,9,,,,4,"Pujana, Ignacio","Karimi, Fatemeh",,,,
GEOS,2302,001,1,1,3,2,3,1,1,,,,,1,1,,,,,"Cummings, Anthony R","Adeuga, Adewole M","Ahmed, Md. Nakir",,,
GEOS,2306,001,,6,,1,6,,5,,,,,,,,,,,"Mueller, Nicholas J","Blake, Madigan R",,,,
GEOS,2310,0W1,1,23,4,2,7,5,1,4,3,1,3,,1,,,,3,"Brikowski, Thomas H","Sink, Katharine O","Karimi, Fatemeh","Adeyemi, Oluwaseun",,
GEOS,2321,0W1,2,4,8,4,8,3,1,2,1,,,,1,,,,,"Stern, Robert J","Pujana, Ignacio","Abayomi, Ayodele A",,,
GEOS,2340,HN1,,6,2,2,1,,,,,,,,,,,,,"Stern, Robert J","Griffin, William R","Crowley, Clinton W",,,
GEOS,3421,001,,5,6,3,,,,2,,,,,,,,,,"Sickmann, Zachary",,,,,
GEOS,3464,001,,5,4,1,2,1,,,,,,,,,,,,"Stern, Robert J","Griffin, William R","Willis, Siloa B","Dodds, Henry R",,
GEOS,4320,001,3,3,3,5,1,,,,,,,,,,,,,"Zhu, Hejun","Huang, Chongpeng",,,,
GEOS,4430,001,3,2,3,2,1,3,,2,,,1,,,,,,,"Brikowski, Thomas H","Sink, Katharine O","Karimi, Fatemeh",,,
GEOS,5315,001,,22,,,,,,,,,,,,,,,,"Waite, Lowell",,,,,
GEOS,5387,001,,7,4,1,1,1,,,,,,,,,,,,"Lumley, David E",,,,,
GISC,2305,001,8,4,1,2,1,,,1,,2,,,,,,,,"Rahman, Muhammad","Drouillard, Matthew J",,,,
GISC,4317,501,,5,2,,2,,1,,,,,,1,,,,,"Chastain, Bryan J","Lyu, Haitao",,,,
GISC,4363,001,3,1,2,1,,1,1,,,,,,1,,,,,"Qiu, Fang","Gamarra Pacheco, Jose A",,,,
GISC,4381,501,4,,2,3,,1,,1,1,,,,,,,,,"Sardari, Rod","Yang, Yalin",,,,
GISC,6301,001,,5,3,1,1,1,,,,,,,,,,,1,"Tiefelsdorf, Michael R","Chowdhury, Yeamin Faria","Shi, Zheng",,,
GISC,6363,001,,13,,,,,,,,,,,1,,,,,"Qiu, Fang","Gamarra Pacheco, Jose A",,,,
GOVT,2305,001,6,49,70,68,33,26,15,10,1,4,2,2,8,,,,1,"Muenks, Patrick",,,,,
GOVT,2305,002,52,91,64,26,25,14,4,1,3,2,1,3,4,,,,,"Montgomery, Joshua P","Hollis, Camron",,,,
GOVT,2305,003,10,61,60,54,39,29,23,7,5,3,1,,5,,,,1,"Johnson, Sara K","Choi, Sunghye",,,,
GOVT,2305,004,14,15,32,41,19,23,7,7,7,,2,,7,,,,2,"Miller, Banks P","Tao, Jing",,,,
GOVT,2305,005,10,12,9,5,7,5,,,,,1,,,,,,,"Widner, Katie",,,,,
GOVT,2306,001,36,66,76,40,39,21,8,1,5,2,,,3,,,,1,"Johnson, Sara K","Choi, Sunghye",,,,
GOVT,2306,002,152,76,31,12,12,5,1,3,3,1,,,3,,,,,"Montgomery, Joshua P","Hollis, Camron",,,,
GOVT,2306,003,16,77,60,57,33,30,8,5,3,2,1,1,6,,,,,"Muenks, Patrick",,,,,
GOVT,2306,004,,111,85,44,28,13,2,3,4,1,2,1,1,,,,1,"Elliott, Euel W","Shafiq, Sadman",,,,
GOVT,2306,005,22,73,62,57,26,27,15,4,4,1,2,1,4,,,,,"Muenks, Patrick",,,,,
GOVT,2306,006,17,52,62,48,31,26,11,11,9,3,2,4,10,,,,10,"Santoro, Lauren A","Chang, Gary","Cincotta, Mamie G",,,
GOVT,2306,007,,33,30,14,5,5,4,2,1,1,,,4,,,,1,"Elliott, Euel W","Shafiq, Sadman",,,,
GOVT,2306,HN1,4,8,4,1,1,,,,,,,,1,,,,,"Dow, Douglas C",,,,,
GOVT,2306,HN2,22,1,,,,,,,1,,,,,,,,,"Johnson, Sara K","Choi, Sunghye",,,,
GOVT,2306,HN3,,16,9,1,,,,,,,,,,,,,,"Elliott, Euel W","Scotch, Richard K","Shafiq, Sadman",,,
GST,2300,001,2,5,4,3,3,1,,3,,,,,,,,,,"Smith, Erin",,,,,
GST,3302,001,1,3,4,2,2,2,1,,,,,,1,,,,,"Jakobsson, Pia K",,,,,
HCS,6302,001,,,,,,,,,,,,,,,,,,"Stillman, Robert D",,,,,
HCS,6312,002,,7,4,5,2,,1,,,,,,,,,,,"Ackerman, Robert A","Millward, Kennedy A",,,,
HCS,6340,001,,6,3,,1,,,,,,,,,,,,1,"Kroener, Sven",,,,,
HCS,6342,001,,12,1,,,1,,,,,,,,,,,,"Rincon, Millie",,,,,
HCS,6346,001,,6,,2,1,,,,,,,,,,,,1,"Thompson, Lucien T",,,,,
HCS,6388,001,,7,1,1,1,,,,,,,,,,,,,"Kilgard, Michael P",,,,,
HCS,7121,001,,,,,,,,,,,,,2,,,,,"Rincon, Millie",,,,,
HCS,7355,002,,7,4,,,1,,,,,,,,,,,,"Warren, Stacie",,,,,
HDCD,6312,001,,13,,,,,,,,,,,,,,,,"Stankovic-Ramirez, Zlata",,,,,
HDCD,6315,001,,13,,,,,,,,,,,,,,,,"Stankovic-Ramirez, Zlata",,,,,
HDCD,6319,0H1,,7,1,1,2,,1,,,,,,1,,,,,"Spence, Melanie J",,,,,
HDCD,6V20,501,,,,,,,,,,,,,,,,,,"Stankovic-Ramirez, Zlata",,,,,
HDCD,6V81,001,,11,,,,1,,,,,,,,,,,,"Cook, Jill B",,,,,
HIST,1301,001,22,108,26,14,28,11,4,9,3,,,,10,,,,3,"Schlereth, Eric R","Armstrong, Jennifer J","Edwards, Jeffery G","Shows, Gregory S","Seidl-Staley, Ash J",
HIST,1301,002,2,87,48,18,24,13,5,5,11,,5,,10,,,,4,"Wright, Ben","Brown, Derek W","Tijani, Kehinde O","Murphy, Trisha","Neo, Joevenn",
HIST,1302,001,17,39,68,30,33,24,6,9,4,1,1,5,8,,,,2,"Schulze, Jeffrey M","Li, Ang","Akhighu, Odegua M","Atman, Sabri","Alake, Olaoluwa J",
HIST,1302,501,3,32,,4,3,,,,,,,,1,,,,,"Pettengill, Ryan S",,,,,
HIST,1302,HN1,4,4,7,3,2,,,2,,,,,1,,,,1,"Schulze, Jeffrey M",,,,,
HIST,2301,001,38,84,37,14,34,9,6,6,1,,,1,5,,,,2,"Stewart, Whitney N","Gee, Taylor N","Leon Dubon, Saul V","Turner, Joey A","Rufino, Maria E",
HIST,2301,002,,4,7,7,10,7,1,1,,,,,3,,,,2,"Schulze, Jeffrey M",,,,,
HIST,2341,001,5,5,3,3,1,1,4,1,,1,,,3,,,,,"Li, En",,,,,
HIST,2360,501,13,14,20,13,4,1,,1,,,,,,,,,4,"Wilson, Michael L",,,,,
HIST,2370,0W1,,4,6,3,5,,,6,3,1,2,,,,,,2,"Simmons, Angie M",,,,,
HIST,2384,001,86,107,18,6,8,2,1,2,,,3,,3,,,,,"Fischer, Anne G","Evans, Stevesha M","Lakhani, Brenda L","Ford, Angela","Gagnet, Coco",
HIST,3301,001,,1,1,2,3,,1,2,1,,,,2,,,,1,"Farmer, J Michael",,,,,
HIST,3302,001,,2,6,2,1,1,1,,,,1,,,,,,1,"Jakobsson, Pia K",,,,,
HIST,3305,0W1,4,6,6,7,1,,,,,,,,5,,,,,"Pfister, Debra H",,,,,
HIST,3313,501,,8,2,3,4,1,4,2,,,1,,3,,,,2,"Farmer, J Michael",,,,,
HIST,3328,001,3,3,3,1,4,,,1,1,,,,1,,,,1,"Gossin, Pamela S",,,,,
HIST,3342,001,,10,6,6,1,,,,,,,,,,,,,"Ring, Natalie J",,,,,
HIST,3366,001,4,2,4,,3,1,1,,1,,,1,,,,,,"Hill, Kimberly D",,,,,
HIST,3380,001,,5,6,6,7,3,1,,1,,,,,,,,1,"Channell, David F",,,,,
HIST,3392,001,1,1,4,3,,3,1,2,,1,,,1,,,,,"Schulze, Jeffrey M",,,,,
HIST,3398,001,,15,2,1,1,4,,,,,,1,1,,,,2,"Rankin, Monica A",,,,,
HIST,4331,501,6,1,2,2,,,,,,,2,,1,,,,,"Pfister, Debra H",,,,,
HIST,4344,001,,6,5,4,,2,,,,,,,,,1,,,"Wilson, Michael L",,,,,
HIST,4357,501,3,3,1,2,,2,1,,1,2,,,1,,,,,"Hill, Kimberly D",,,,,
HIST,4358,001,3,3,1,,1,1,2,,,1,1,,2,,,,,"Li, En",,,,,
HIST,4380,001,,3,3,3,2,1,,,,,,,,,,,1,"Wickberg, Daniel B",,,,,
HIST,4383,001,,16,,,,,,,,,,,,,,,2,"Fischer, Anne G",,,,,
HIST,6330,001,,4,2,,3,,,,,,,,1,,,,,"Stewart, Whitney N",,,,,
HIST,6336,501,,9,1,2,,,,,,,,,,,,,,"Ring, Natalie J",,,,,
HIST,6384,001,,9,2,1,,,,,,,,,,,,,,"Patterson, David A",,,,,
HLTH,1301,0W1,,3,6,5,3,5,3,4,1,,2,,4,,,,3,"Baetge, Claire",,,,,
HLTH,1301,0W2,1,2,2,2,8,8,3,,3,,1,,5,,,,2,"Baetge, Claire",,,,,
HLTH,1322,0W1,,25,,4,9,,2,1,,,,,4,,,,,"Mcbride, Rachael L",,,,,
HLTH,1322,0W2,,29,,5,5,,1,2,,,2,,1,,,,,"Mcbride, Rachael L",,,,,
HLTH,3101,0W1,,137,,,8,,,,,,,,2,,,,1,"Sandon, Lona",,,,,
HLTH,3101,0W2,,133,,,9,,,2,,,2,,2,,,,1,"Sandon, Lona",,,,,
HLTH,3101,0W3,,61,,,5,,,4,,,1,,1,,,,,"Sandon, Lona",,,,,
HLTH,3101,0W4,,61,,,8,,,1,,,2,,,,,,,"Sandon, Lona",,,,,
HLTH,3101,0W5,,42,,,7,,,,,,,,1,,,,,"Sandon, Lona",,,,,
HLTH,3300,001,,1,13,20,17,42,12,9,10,5,2,1,,,,,,"Byrnes, Kathleen A",,,,,
HLTH,3305,001,3,12,6,8,2,1,,,,1,,,,,,,2,"Stark, Azadeh T",,,,,
HLTH,3305,002,,20,11,7,1,,,,,,,,,,,,,"Taylor, Donald E",,,,,
HLTH,3305,003,1,4,3,7,6,3,3,2,,,1,,,,,,1,"Stark, Azadeh T",,,,,
HLTH,3315,001,,3,11,8,11,10,7,9,4,3,2,,1,,,,,"Byrnes, Kathleen A",,,,,
HLTH,4108,001,20,8,5,2,,,,2,,,,,,,,,1,"Rainey, Anthony D",,,,,
HLTH,4304,001,,24,10,4,2,,,,,,,,1,,,,,"Byrnes, Kathleen A",,,,,
HLTH,4304,501,,16,1,1,,,,1,,,,,,,,,,"Askew, Victoria",,,,,
HLTH,4305,001,6,9,7,11,4,1,,4,2,,,,,,,,,"Stark, Azadeh T",,,,,
HLTH,4305,002,4,5,5,3,8,4,2,4,,,,2,,,1,,,"Stark, Azadeh T",,,,,
HLTH,4306,001,4,4,3,1,5,2,4,2,1,1,,1,,,,,1,"Savard, Ryan R",,,,,
HLTH,4380,0W1,20,5,3,,1,,,1,,,,,,,,,,"Edwards, Christopher W",,,,,
HLTH,4380,0W2,9,7,2,5,4,,,1,,,,,,,,,1,"Dornback, Sarah",,,,,
HLTH,4V01,001,,9,3,,2,,,,,,,,,,,,,"Byrnes, Kathleen A",,,,,
HMGT,3080,001,,,,,,,,,,,,,,19,,,,"Karnuta, Daniel",,,,,
HMGT,3301,001,3,8,13,7,7,10,,1,1,1,,,,,,,1,"Robb, Horace A",,,,,
HMGT,3301,002,,50,,,12,,,,,,,,,,,,1,"Aubrey, Lea E",,,,,
HMGT,3301,003,13,6,11,8,6,5,2,1,1,1,,,3,,,,,"Tesmer, Kristin M","Thakkar, Princy",,,,
HMGT,3310,001,5,9,8,2,,4,1,2,,,1,,,,,,,"Tesmer, Kristin M","Thakkar, Princy",,,,
HMGT,3310,002,6,6,6,5,3,2,1,3,,,,,1,,,,,"Tesmer, Kristin M","Thakkar, Princy",,,,
HMGT,3311,001,,9,,1,10,,1,3,,,2,,,,,,,"Karnuta, Daniel","Kim, Jihu",,,,
HMGT,3311,002,,10,,2,5,,1,4,,,,,,,,,,"Karnuta, Daniel","Kim, Jihu",,,,
HMGT,3320,001,,4,,1,10,,,2,,,,,,,,,,"Karnuta, Daniel","Kim, Jihu",,,,
HMGT,3320,002,,5,,,8,,1,1,,,1,,,,,,,"Karnuta, Daniel","Kim, Jihu",,,,
HMGT,4090,091,,,,,,,,,,,,,,8,,1,1,"Tesmer, Kristin M",,,,,
HMGT,4321,001,1,13,5,4,27,3,,9,,,,,,,,,,"Nedbal, Joseph","Aksoy, Ozgur",,,,
HMGT,4395,002,7,11,3,1,1,,,,,,,,,,,,,"Kheirandish, Ali",,,,,
HMGT,6310,AW1,,20,,,,,,,,,,,,,,,,"Abbaszadegan, Hamed",,,,,
HMGT,6311,0W1,,23,,3,5,,,1,,,,,,,,,1,"Karnuta, Daniel",,,,,
HMGT,6320,501,,18,6,6,2,3,2,3,,,,,2,,,,1,"Walton, James W","Thurgood, Keith L",,,,
HMGT,6320,0W1,,42,,,5,,,2,,,,,,,,,,"Thurgood, Keith L","Song, You-Xiang",,,,
HMGT,6320,0W2,,42,,,4,,,,,,,,3,,,,,"Thurgood, Keith L","Song, You-Xiang",,,,
HMGT,6321,0W1,,8,4,10,6,7,3,3,,,,,5,,,,3,"Ramanathan, Kannan",,,,,
HMGT,6321,CH1,,31,,,,,,,,,,,,,,,,"Ghosh, Anne F",,,,,
HMGT,6323,501,,14,6,15,2,,,,,,,,,,,,1,"Ayvaci, Mehmet U","Aksoy, Ozgur",,,,
HMGT,6325,501,,7,6,4,2,,,,,,,,,,,,1,"Wang, Guihua","Zhang, Minmin",,,,
HMGT,6327,501,,13,,,,,,,,,,,,,,,,"Stephens, Timothy G",,,,,
HMGT,6330,501,,6,7,2,2,,,2,,,,,,,,,1,"Drummond, Jeffery P",,,,,
HMGT,6334,501,,6,5,8,2,1,,,,,,,,,,,,"Ayvaci, Mehmet U","Aksoy, Ozgur",,,,
HMGT,6335,0W1,,2,2,,3,1,1,2,,,,,1,,,,,"Ramanathan, Kannan","Nuti, Sowjanya","Kalakota, Anusha",,,
HMGT,6355,CH1,,29,,,,,,,,,,,,,,,,"Honeycutt, James",,,,,
HMGT,6355,CH2,,11,2,1,5,4,,,,,,,,,,,,"Porsa, Esmaeil",,,,,
HMGT,6406,AH6,,20,,,,,,,,,,,,,,,1,"Kaiser, Robert C","Taylor, Donald E","Lanham, Robert W",,,
HMGT,6407,AH2,,17,,,,,,,,,,,,,,,1,"Young, Garry","Taylor, Donald E","Mccracken, John F",,,
HMGT,6408,AH6,,19,,,3,,,,,,,,,,,,2,"Kaiser, Robert C","Convery, Paul","Lanham, Robert W",,,
HMGT,6411,AH2,,39,1,,,,,,,,,,,,,,4,"Taylor, Donald E","Tesmer, Kristin M",,,,
HONS,3102,HN1,1,9,,1,,,1,1,,,,,,,,,1,"Towner, Theresa M",,,,,
HONS,3103,HN1,4,10,,,,,,,,,,,1,,,,,"Rippel, Scott A","Thompson, Christina M",,,,
HONS,3104,HN1,3,9,3,,,,,,,,,,,,,,,"Dow, Douglas C",,,,,
HONS,3108,HN1,,15,,,,,,,,,,,,,,,,"Prakash, Ravi",,,,,
HONS,3109,HN1,6,6,1,,1,1,1,,,,,,,,,,,"Brunell, Valerie A",,,,,
HONS,3111,HN1,4,11,,,,,,,,,,,,,,,,"Thompson, Christina M",,,,,
HONS,3111,HN2,4,10,,,,,,,,,,,,,,,,"Thompson, Christina M",,,,,
HONS,3116,HN1,,15,,,,,,,,,,,,,,,,"Murchison, David F",,,,,
HONS,3117,HN1,,13,,,,,,,,,,,,,,,,"Stefan, Mihaela C",,,,,
HONS,3118,HN1,,14,4,3,2,,,,,,,,1,,,,,"Wilson, Michael L",,,,,
HONS,3199,H11,,13,1,,,,,,,,1,,,,,,,"Farmer, J Michael",,,,,
HONS,3199,H12,11,1,,1,,,,,,,1,,1,,,,,"Salter, Monika M",,,,,
HONS,3199,H13,11,1,2,,,,,,,,,,,,,,,"Devdas, Neetha R",,,,,
HONS,3199,H14,10,2,,,,,1,,,,1,,1,,,,,"Skinner, Donal C",,,,,
HONS,3199,HN1,3,10,,,,,,,,,,,,,,,,"Williams, Nathan F",,,,,
HONS,3199,HN5,10,2,1,,,,,,,,,,,,,,1,"Kavanaugh, Wendi L",,,,,
HONS,3199,HN6,,11,1,,,,1,,,,,,,,,,,"Rankin, Monica A",,,,,
HONS,3199,HN7,,13,,,,,,,,,,,,,,,2,"Wright, Ben",,,,,
HONS,3199,HN8,8,6,,,,,,,,,,,,,,,,"LaDow, Eva S",,,,,
HONS,3199,HN9,4,10,,,,,,,,,,,,,,,,"Smaldone, Ronald A","Thompson, Christina M",,,,
HUMA,6360,001,,2,5,3,,,,,,,,,,,2,,,"Berger, Hanno","Roemer, Nils H",,,,
IDEA,6300,501,,3,1,4,1,1,,,,,,,,,,,,"Wickberg, Daniel B",,,,,
IMS,3310,001,2,11,3,10,15,3,5,6,,2,,,2,,,,1,"Henderson, Thomas C",,,,,
IMS,3310,002,1,7,4,6,12,4,1,2,,,,,,,,,2,"Woldu, Habte G","Varghese, Sijo M",,,,
IMS,3310,003,1,7,7,11,20,4,4,3,1,1,,,1,,,,,"Woldu, Habte G","Nidadavolu, Siri Chandana",,,,
IMS,3310,004,2,10,2,6,25,1,3,5,,1,1,,3,,,,,"Henderson, Thomas C",,,,,
IMS,3310,005,7,21,22,7,5,1,,,,1,,,,,1,,,"Guo, Nan",,,,,
IMS,3310,006,,13,3,3,17,3,5,8,1,1,2,,4,,,,,"Henderson, Thomas C",,,,,
IMS,3310,007,,17,3,8,18,3,6,4,,2,,,4,,,,,"Henderson, Thomas C",,,,,
IMS,3310,008,,33,11,12,5,1,1,,,,,,,,,,,"Zydorek, Hubert","Akella, Surya Saketh",,,,
IMS,3310,009,7,25,26,1,1,,,,,,,,,,,,,"Guo, Suifang",,,,,
IMS,3310,010,4,4,5,13,11,13,3,2,1,,,,2,,,,2,"Woldu, Habte G","Nidadavolu, Siri Chandana",,,,
IMS,3310,011,2,8,9,10,8,13,4,3,,,,1,,,,,2,"Woldu, Habte G","Nidadavolu, Siri Chandana",,,,
IMS,3310,012,3,2,7,,7,9,2,3,3,1,5,1,,,,,1,"Skuza, Agnieszka","Kulkarni, Shraddha G",,,,
IMS,3310,501,,27,12,17,6,,1,1,,,1,,,,,,,"Wang, Jiyu",,,,,
IMS,3310,HON,,50,7,2,2,1,,,,,,,,,,,,"Zydorek, Hubert","Akella, Surya Saketh",,,,
IMS,4320,501,,3,15,16,2,1,,1,,,,,1,,,,,"Lee, Seunghyun","Liu, Yilin",,,,
IMS,4330,501,,4,4,6,7,,1,1,,,,,1,,,,,"Zydorek, Hubert","Akella, Surya Saketh",,,,
IMS,4335,501,,6,44,30,10,6,2,,,,,,,,,,,"Wright, Robert G","Fickel, Mary","Ojha, Dhwani Bakulkumar","Chelakalapally, Srikesh K",,
IMS,4350,001,,10,1,,,,,,,,,,,,,,,"Zydorek, Hubert","Akella, Surya Saketh",,,,
IMS,6304,001,,18,,,16,,,7,,,,,,,,,,"Peng, Mike W","Shen, Jia",,,,
IMS,6304,501,,23,,,14,,,2,,,,,,,,,,"Peng, Mike W","Shen, Jia",,,,
IMS,6304,0W1,,34,,,11,,,1,,,,,1,,,,1,"Peng, Mike W","Shen, Jia",,,,
IMS,6304,AW1,,3,,,5,,,,,,,,,,,,2,"Petrik, Peter",,,,,
IMS,6304,GW1,,8,6,5,2,,,,,,,,,,,,1,"Kiser, Stephen L",,,,,
IMS,6310,501,,1,26,18,1,,,,,,,,1,,,,,"Lee, Seunghyun","Liu, Yilin",,,,
IMS,6317,GW1,,5,7,6,,1,,,,,,,,,,,,"Sachdeva, Deepak",,,,,
IMS,6360,0W1,,17,20,6,6,2,1,,,,,,,,,,1,"Skuza, Agnieszka","Kulkarni, Shraddha G",,,,
IMS,6365,CW1,,11,8,3,1,,,,,,,,,,,,,"Woldu, Habte G","Varghese, Sijo M",,,,
IMS,6365,GW1,,16,6,,,,,,,,,,1,,,,,"Dowse, Eileen",,,,,
IMS,3V94,0S1,,8,3,4,,,,,,,,,,,,,,"Woldu, Habte G","Nidadavolu, Siri Chandana","Varghese, Sijo M",,,
IPEC,3349,001,3,2,10,5,1,3,2,1,2,,,,3,,,,2,"Cisneros Tersitsch, Marco Elias","Singh, Sonali",,,,
ISIS,3310,001,4,7,,,2,,1,4,,,4,1,3,,,,3,"Wissinger, Tonja",,,,,
ISIS,3334,001,14,,3,2,1,3,,,,,,,2,,1,,,"Cropps, Torrie",,,,,
ISIS,3335,0W1,2,4,8,6,3,2,1,,,,1,,,,,,,"Rosa, Jonathan",,,,,
ISIS,4304,001,,5,1,6,4,2,,,,,,,,,,,1,"Werhnyak, Larissa",,,,,
ISIS,4310,001,14,10,3,2,,,,,,,,,,,,,1,"Aubrey, Lea E",,,,,
ISIS,4V89,001,2,2,1,2,2,,,,,,,,1,,,,,"Hammonds, Kyle",,,,,
ISNS,2359,001,,8,5,4,7,3,3,1,,1,3,,,,,,1,"Griffin, William R","Chen, Yu",,,,
ISNS,2359,0W1,228,34,26,13,4,9,6,,2,2,2,1,10,,,,6,"Pirouz, Mortaza","Huang, Chongpeng",,,,
ISNS,2359,0W2,109,21,13,14,5,3,5,2,4,3,,,5,,,,2,"Pirouz, Mortaza","Putri, Gabriella E",,,,
ISNS,2366,001,2,5,1,2,,4,3,2,1,,1,,1,,,,,"McCauley, Steven",,,,,
ISNS,2367,0W1,102,123,38,17,30,14,1,7,4,,1,1,5,,,,1,"Pirouz, Mortaza","Tamadoni, Amin",,,,
ISNS,2367,0W2,77,119,45,14,35,21,4,12,6,5,2,,4,,,,3,"Pujana, Ignacio","Adeyemi, Oluwaseun",,,,
ISNS,2368,001,4,7,10,10,14,8,6,7,3,,,2,4,,,,1,"McCauley, Steven",,,,,
ITSS,3300,0E1,,24,6,4,1,2,1,2,,,,,,,,,,"Owens, Sean M","Soni, Shaini",,,,
ITSS,3300,001,7,9,13,11,6,5,3,1,5,2,1,,1,,,,,"Ceverha, Paul W","Gupta, Shubhrata",,,,
ITSS,3300,002,1,3,11,14,8,15,5,2,1,1,,,2,,,,,"Bodeker, Alison J","Singla, Priyanka",,,,
ITSS,3300,003,5,7,8,7,11,5,1,3,2,,1,,5,,,,,"Ceverha, Paul W","Soni, Shaini",,,,
ITSS,3300,004,,21,,,17,,,14,,,7,,4,,,,,"Bose, Ranavir","Mathur, Riddha",,,,
ITSS,3300,005,11,26,14,1,7,,,1,1,,,,1,,,,,"Liu, Yihong",,,,,
ITSS,3300,006,,11,10,7,11,7,2,5,1,2,3,1,4,,,,,"Shrivastava, Prakash C","Parthasarathi, Prriyamvradha",,,,
ITSS,3300,007,,11,11,11,13,10,9,2,,,2,,,,,,,"Short, Kevin P","Kalakonda, Mounika",,,,
ITSS,3300,008,,11,12,9,12,12,9,,,1,1,,2,,,,,"Short, Kevin P","Kalakonda, Mounika",,,,
ITSS,3300,009,,24,,,23,,,9,,,2,,4,,,,,"Bose, Ranavir","Mathur, Riddha",,,,
ITSS,3300,010,,23,,,27,,,6,,,1,,1,,,,2,"Bose, Ranavir","Mathur, Riddha",,,,
ITSS,3300,011,2,17,17,3,10,6,3,5,,,,,,,,,,"Stephens, Timothy G","Singla, Priyanka",,,,
ITSS,3300,012,,12,13,7,16,8,1,4,,,,,1,,,,1,"Stephens, Timothy G","Singla, Priyanka",,,,
ITSS,3300,501,1,8,8,10,12,9,7,2,1,,,,1,,,,1,"Young, John G",,,,,
ITSS,3300,502,,11,6,9,8,5,3,6,4,1,,1,4,,,,1,"Hansen, Atanas Y","Azadjoutabari, Farhad",,,,
ITSS,3300,503,,4,8,5,6,10,3,1,,,2,,3,,,,2,"Thomas, Sunela","Ghosh, Debapratim",,,,
ITSS,3300,504,1,2,9,12,3,6,6,7,2,,3,1,2,,,,3,"Young, John G",,,,,
ITSS,3300,505,,,2,7,15,5,6,3,3,1,1,,1,,,,,"Hanifiafshar, Sharmin","Azadjoutabari, Farhad",,,,
ITSS,3311,001,6,8,15,12,11,5,5,,,,,,,,,,,"Xie, Si",,,,,
ITSS,3311,002,18,17,5,10,5,1,,2,2,1,,1,,,,,,"Sun, Kai",,,,,
ITSS,3311,003,7,11,8,7,8,2,6,2,1,,,,3,,,,3,"Franson, Robert","Laghate, Priyanka Shirish",,,,
ITSS,3311,501,7,,9,17,11,2,3,2,,1,,,1,,,,2,"Khan, Masudal H","Laghate, Priyanka Shirish",,,,
